,parents_id,reply_id,user_name,date,content,likes,replies,retweets,quote_tweets,date_only,day_name,day_index,popularity_score,controversiality_score,hour
115,1626493004130422784,1627132199236689921,yenitaroza,2023-02-19 09:25:21+07:00,@cnbcindonesia Mau heran tp ini di negara +62 ya 🤭,0,0,0,0,2023-02-19,Sunday,7,0,0,9
116,1626493004130422784,1627131000592670720,hsnoegroho,2023-02-19 09:20:35+07:00,"@cnbcindonesia @RamliRizal Ue nak toh di ki bulin?udah di ki bulin, bang ga pula",0,0,0,0,2023-02-19,Sunday,7,0,0,9
117,1626493004130422784,1627126888291520512,anda_loe_sia,2023-02-19 09:04:15+07:00,@cnbcindonesia Dari dulu emang gitu kali,0,0,0,0,2023-02-19,Sunday,7,0,0,9
118,1626493004130422784,1627125056446033921,philophros,2023-02-19 08:56:58+07:00,@cnbcindonesia https://t.co/ja6C3YRB4b,3,0,1,1,2023-02-19,Sunday,7,4,1,8
119,1626493004130422784,1627117956319805440,mastbagust,2023-02-19 08:28:45+07:00,@cnbcindonesia https://t.co/nedU1eYCGj,0,0,0,0,2023-02-19,Sunday,7,0,0,8
120,1626493004130422784,1627112975311192064,masawep08,2023-02-19 08:08:58+07:00,@cnbcindonesia Kaget??? Perasaan dari 2012 kita semua udh tau kalo Esemka itu buatan China.,0,0,0,0,2023-02-19,Sunday,7,0,0,8
121,1626493004130422784,1627094295235956736,EagleReaper01,2023-02-19 06:54:44+07:00,"@cnbcindonesia yg mati2an menjadikan esemka buatan cina sbg ikon mobil buatan nasional itu cuma cebong tai .. untuk tutupi kegagalan 6.000 mobil indent itu
.
rakyat Indonesia mah tidak pernah seperti itu, hanya cebong tai aja
.
.",0,0,0,0,2023-02-18,Saturday,6,0,0,6
122,1626493004130422784,1627093423458238469,hyati6481,2023-02-19 06:51:16+07:00,@cnbcindonesia Dari dulu emang gitu. Cebong aja yg mudah dikibulin,0,0,0,0,2023-02-18,Saturday,6,0,0,6
123,1626493004130422784,1627091206395281409,cak_ipho,2023-02-19 06:42:28+07:00,"@cnbcindonesia Bused udah mau 10 tahun, baru terkejud? 🥹",0,0,0,0,2023-02-18,Saturday,6,0,0,6
124,1626493004130422784,1627079169673949193,FashionIin,2023-02-19 05:54:38+07:00,@cnbcindonesia Hooh,0,0,0,0,2023-02-18,Saturday,6,0,0,5
125,1626493004130422784,1627078432571150336,hyposimpathetic,2023-02-19 05:51:42+07:00,"@cnbcindonesia cnbc baru saja membocorkan rahasia negara. mampus luh, gw bilangin luhut luh biar rasa..!",0,0,0,0,2023-02-18,Saturday,6,0,0,5
126,1626493004130422784,1627077535476645888,HrrsAbdillah,2023-02-19 05:48:08+07:00,"@cnbcindonesia waduh gimana donk, orangnya udah terlanjur jadi bapak otomotif indonesia",0,0,0,0,2023-02-18,Saturday,6,0,0,5
127,1626493004130422784,1627072556544188417,borjong_m,2023-02-19 05:28:21+07:00,@cnbcindonesia Cuma ganti logo..,0,0,0,0,2023-02-18,Saturday,6,0,0,5
128,1626493004130422784,1627061800805236737,zaini_moh,2023-02-19 04:45:37+07:00,"@cnbcindonesia Tagline rezim ini terhadap produk menjadi ACC, kalo rezim sblmnya kan ACI ( aku cinta Indonesia )",0,0,0,0,2023-02-18,Saturday,6,0,0,4
129,1626493004130422784,1627056796396576769,ristyardhini,2023-02-19 04:25:44+07:00,@cnbcindonesia Nggak kaget 😠,0,0,0,0,2023-02-18,Saturday,6,0,0,4
130,1626493004130422784,1627040192606654466,missamiyaa,2023-02-19 03:19:45+07:00,@cnbcindonesia Dunia ipu. ..ipu,0,0,0,0,2023-02-18,Saturday,6,0,0,3
131,1626493004130422784,1627028004647104512,Bayu_Gampo,2023-02-19 02:31:19+07:00,@cnbcindonesia https://t.co/2xGsfh0P7n,0,0,0,0,2023-02-18,Saturday,6,0,0,2
132,1626493004130422784,1627012460602626048,Grosir__sepatu,2023-02-19 01:29:33+07:00,"@cnbcindonesia Harusnya nama Esemka didaftarkan haki
Biar tidak diclaim chino",0,0,0,0,2023-02-18,Saturday,6,0,0,1
